date,open,high,low,close,volume
2013-01-10 13:45:00,1469.0,1470.0,1469.0,1469.5,5415
2013-01-10 13:50:00,1469.5,1469.75,1469.25,1469.25,3276
2013-01-10 13:55:00,1469.25,1471.0,1469.25,1470.0,14693
2013-01-10 14:00:00,1470.25,1470.5,1469.75,1470.0,6359
2013-01-10 14:05:00,1470.0,1470.75,1470.0,1470.25,5302
2013-01-10 14:10:00,1470.5,1470.5,1469.25,1469.25,12303
2013-01-10 14:15:00,1469.5,1470.0,1469.25,1469.75,3281
2013-01-10 14:20:00,1469.75,1470.25,1469.0,1469.0,7752
2013-01-10 14:25:00,1469.0,1469.5,1468.75,1469.5,10857
2013-01-10 14:30:00,1469.25,1469.75,1469.0,1469.5,7328
2013-01-10 14:35:00,1469.75,1470.25,1469.5,1470.0,10037
2013-01-10 14:40:00,1470.25,1471.75,1470.0,1471.5,19366
2013-01-10 14:45:00,1471.5,1472.25,1471.25,1472.0,17205
2013-01-10 14:50:00,1472.0,1473.5,1471.75,1472.75,22822
2013-01-10 14:55:00,1473.0,1473.5,1472.5,1473.0,13265
2013-01-10 15:00:00,1473.0,1474.0,1472.75,1473.75,25434
2013-01-10 15:05:00,1473.75,1474.25,1473.0,1473.5,11746
2013-01-10 15:10:00,1473.5,1474.5,1473.25,1474.25,10287
2013-01-10 15:15:00,1474.25,1474.5,1473.25,1474.0,10858
2013-01-10 15:20:00,1474.0,1474.75,1473.75,1474.5,18381
2013-01-10 15:25:00,1474.5,1474.5,1473.75,1474.5,9402
2013-01-10 15:30:00,1474.5,1475.0,1474.0,1474.25,9569
2013-01-10 15:35:00,1474.25,1474.75,1474.0,1474.25,6198
2013-01-10 15:40:00,1474.25,1475.0,1474.0,1474.75,10016
2013-01-10 15:45:00,1474.75,1475.75,1474.75,1475.25,26229
2013-01-10 15:50:00,1475.5,1475.75,1474.75,1475.0,14392
2013-01-10 15:55:00,1475.0,1475.5,1474.0,1475.5,50651
2013-01-10 16:00:00,1475.5,1476.0,1474.75,1475.25,42182
2013-01-10 16:05:00,1475.25,1475.75,1475.0,1475.5,10777
2013-01-10 16:10:00,1475.25,1476.0,1475.25,1475.25,17091
2013-01-10 16:30:00,1475.5,1476.5,1475.25,1476.0,4380
2013-01-10 16:35:00,1476.0,1476.25,1476.0,1476.0,946
2013-01-10 16:40:00,1476.0,1476.5,1476.0,1476.5,877
2013-01-10 16:45:00,1476.25,1476.5,1476.0,1476.25,835
2013-01-10 16:50:00,1476.25,1477.25,1476.0,1477.0,2965
2013-01-10 16:55:00,1477.0,1477.25,1476.75,1477.0,645
2013-01-10 17:00:00,1477.0,1477.25,1476.75,1477.0,263
2013-01-10 17:05:00,1477.25,1478.25,1477.0,1478.25,2999
2013-01-10 17:10:00,1478.25,1478.75,1477.5,1478.5,3674
2013-01-10 18:00:00,1478.25,1478.75,1477.25,1478.5,4931
2013-01-10 18:05:00,1478.25,1480.0,1478.25,1479.25,3878
2013-01-10 18:10:00,1479.25,1479.5,1478.75,1479.0,655
2013-01-10 18:15:00,1479.0,1479.25,1478.75,1479.0,500
2013-01-10 18:20:00,1478.75,1479.0,1478.5,1478.75,642
2013-01-10 18:25:00,1478.5,1478.75,1477.75,1477.75,1146
2013-01-10 18:30:00,1477.75,1478.0,1477.75,1477.75,245
2013-01-10 18:35:00,1478.0,1478.25,1477.75,1478.0,211
2013-01-10 18:40:00,1478.0,1478.5,1478.0,1478.25,352
2013-01-10 18:45:00,1478.25,1478.5,1478.25,1478.5,415
2013-01-10 18:50:00,1478.5,1479.0,1478.25,1478.25,579
2013-01-10 18:55:00,1478.25,1478.5,1478.0,1478.25,590
2013-01-10 19:00:00,1478.25,1478.25,1477.5,1477.75,752
2013-01-10 19:05:00,1477.75,1478.0,1477.5,1478.0,305
2013-01-10 19:10:00,1477.75,1478.25,1477.75,1477.75,911
2013-01-10 19:15:00,1478.0,1478.25,1477.5,1477.5,1277
2013-01-10 19:20:00,1477.5,1478.0,1477.5,1477.75,324
2013-01-10 19:25:00,1477.5,1477.75,1477.25,1477.5,609
2013-01-10 19:30:00,1477.5,1477.5,1477.25,1477.25,167
2013-01-10 19:35:00,1477.25,1477.75,1477.25,1477.5,521
2013-01-10 19:40:00,1477.5,1477.5,1477.0,1477.25,212
2013-01-10 19:45:00,1477.0,1477.25,1476.75,1477.0,396
2013-01-10 19:50:00,1477.0,1477.25,1476.75,1477.25,184
2013-01-10 19:55:00,1477.0,1477.25,1476.75,1477.25,219
2013-01-10 20:00:00,1477.25,1477.25,1476.0,1476.25,1051
2013-01-10 20:05:00,1476.25,1476.5,1476.0,1476.25,263
2013-01-10 20:10:00,1476.5,1476.5,1476.0,1476.25,452
2013-01-10 20:15:00,1476.25,1476.5,1476.0,1476.5,365
2013-01-10 20:20:00,1476.5,1477.0,1476.25,1476.75,511
2013-01-10 20:25:00,1476.5,1476.75,1476.5,1476.75,287
2013-01-10 20:30:00,1476.5,1477.0,1476.25,1476.5,604
2013-01-10 20:35:00,1476.25,1476.75,1476.0,1476.25,526
2013-01-10 20:40:00,1476.25,1476.5,1476.0,1476.25,508
2013-01-10 20:45:00,1476.5,1476.5,1476.25,1476.5,360
2013-01-10 20:50:00,1476.5,1476.75,1476.25,1476.75,387
2013-01-10 20:55:00,1476.75,1476.75,1476.0,1476.0,548
2013-01-10 21:00:00,1476.25,1476.25,1475.75,1475.75,672
2013-01-10 21:05:00,1475.75,1476.5,1475.75,1476.25,341
2013-01-10 21:10:00,1476.5,1476.5,1476.25,1476.25,474
2013-01-10 21:15:00,1476.25,1476.25,1476.0,1476.25,212
2013-01-10 21:20:00,1476.25,1476.5,1476.0,1476.5,258
2013-01-10 21:25:00,1476.5,1476.5,1476.0,1476.0,155
2013-01-10 21:30:00,1476.0,1476.25,1475.5,1475.75,988
2013-01-10 21:35:00,1475.75,1476.0,1475.75,1476.0,165
2013-01-10 21:40:00,1476.0,1476.0,1475.5,1476.0,464
2013-01-10 21:45:00,1476.0,1476.25,1475.75,1475.75,496
2013-01-10 21:50:00,1476.0,1476.5,1476.0,1476.5,371
2013-01-10 21:55:00,1476.25,1476.75,1476.25,1476.5,310
2013-01-10 22:00:00,1476.75,1476.75,1476.25,1476.5,120
2013-01-10 22:05:00,1476.5,1476.5,1476.0,1476.5,310
2013-01-10 22:10:00,1476.5,1476.75,1476.25,1476.75,479
2013-01-10 22:15:00,1476.5,1476.75,1476.25,1476.25,385
2013-01-10 22:20:00,1476.5,1476.5,1476.25,1476.25,164
2013-01-10 22:25:00,1476.5,1476.5,1476.25,1476.25,288
2013-01-10 22:30:00,1476.25,1476.5,1476.0,1476.5,277
2013-01-10 22:35:00,1476.25,1476.25,1476.0,1476.25,243
2013-01-10 22:40:00,1476.25,1476.5,1476.0,1476.25,307
2013-01-10 22:45:00,1476.25,1476.25,1476.0,1476.25,406
2013-01-10 22:50:00,1476.25,1476.25,1475.75,1476.0,166
2013-01-10 22:55:00,1476.0,1476.0,1475.75,1476.0,131
2013-01-10 23:00:00,1475.75,1476.0,1475.5,1475.5,221
2013-01-10 23:05:00,1475.5,1476.0,1475.5,1475.75,429
2013-01-10 23:10:00,1475.75,1476.0,1475.75,1475.75,121
2013-01-10 23:15:00,1475.75,1476.5,1475.75,1476.25,572
2013-01-10 23:20:00,1476.25,1476.5,1476.0,1476.25,264
2013-01-10 23:25:00,1476.0,1476.25,1475.75,1475.75,416
2013-01-10 23:30:00,1475.75,1476.0,1475.5,1475.75,343
2013-01-10 23:35:00,1475.75,1475.75,1475.5,1475.75,236
2013-01-10 23:40:00,1475.5,1475.75,1475.5,1475.5,152
2013-01-10 23:45:00,1475.5,1475.75,1475.5,1475.5,187
2013-01-10 23:50:00,1475.5,1476.25,1475.5,1476.0,311
2013-01-10 23:55:00,1476.25,1476.25,1475.75,1476.0,223
2013-01-11 00:00:00,1475.75,1476.0,1475.75,1476.0,100
2013-01-11 00:05:00,1475.75,1476.0,1475.75,1475.75,235
2013-01-11 00:10:00,1475.75,1476.0,1475.75,1475.75,161
2013-01-11 00:15:00,1475.75,1476.0,1475.75,1475.75,239
2013-01-11 00:20:00,1475.75,1475.75,1475.25,1475.25,390
2013-01-11 00:25:00,1475.5,1476.0,1475.25,1475.75,798
2013-01-11 00:30:00,1475.5,1475.75,1475.5,1475.5,280
2013-01-11 00:35:00,1475.5,1475.75,1475.25,1475.5,336
2013-01-11 00:40:00,1475.75,1475.75,1475.5,1475.75,173
2013-01-11 00:45:00,1475.5,1475.75,1475.5,1475.75,239
2013-01-11 00:50:00,1475.5,1475.75,1475.5,1475.75,78
2013-01-11 00:55:00,1475.75,1476.0,1475.75,1475.75,419
2013-01-11 01:00:00,1476.0,1476.0,1475.5,1475.75,305
2013-01-11 01:05:00,1475.5,1475.75,1475.5,1475.5,102
2013-01-11 01:10:00,1475.5,1475.75,1475.5,1475.75,411
2013-01-11 01:15:00,1475.5,1475.75,1475.25,1475.5,234
2013-01-11 01:20:00,1475.25,1475.5,1475.0,1475.0,466
2013-01-11 01:25:00,1475.0,1475.25,1474.75,1474.75,513
2013-01-11 01:30:00,1474.75,1475.0,1474.75,1475.0,175
2013-01-11 01:35:00,1475.0,1475.0,1474.5,1474.75,397
2013-01-11 01:40:00,1474.75,1475.0,1474.75,1475.0,55
2013-01-11 01:45:00,1475.0,1475.0,1474.5,1474.75,504
2013-01-11 01:50:00,1474.75,1475.25,1474.75,1475.0,223
2013-01-11 01:55:00,1475.25,1475.25,1475.0,1475.25,248
2013-01-11 02:00:00,1475.25,1475.5,1474.75,1474.75,532
2013-01-11 02:05:00,1474.75,1475.25,1474.75,1475.25,458
2013-01-11 02:10:00,1475.25,1475.5,1475.0,1475.25,577
2013-01-11 02:15:00,1475.25,1476.0,1475.25,1476.0,2024
2013-01-11 02:20:00,1475.75,1476.0,1475.25,1475.25,679
2013-01-11 02:25:00,1475.5,1475.5,1475.0,1475.5,293
2013-01-11 02:30:00,1475.5,1475.75,1475.25,1475.5,644
2013-01-11 02:35:00,1475.5,1475.5,1474.75,1474.75,916
2013-01-11 02:40:00,1474.75,1475.25,1474.5,1474.5,828
2013-01-11 02:45:00,1474.5,1475.0,1474.5,1475.0,402
2013-01-11 02:50:00,1474.75,1475.0,1474.5,1475.0,534
2013-01-11 02:55:00,1474.75,1475.5,1474.75,1475.0,920
2013-01-11 03:00:00,1475.25,1476.5,1475.25,1476.0,3538
2013-01-11 03:05:00,1476.0,1476.25,1475.5,1476.0,2036
2013-01-11 03:10:00,1475.75,1476.0,1474.75,1475.5,2801
2013-01-11 03:15:00,1475.5,1476.25,1475.25,1475.75,2181
2013-01-11 03:20:00,1475.75,1475.75,1475.0,1475.25,2147
2013-01-11 03:25:00,1475.25,1475.75,1475.25,1475.5,870
2013-01-11 03:30:00,1475.5,1475.75,1475.0,1475.0,2343
2013-01-11 03:35:00,1475.0,1475.25,1474.75,1475.0,1324
2013-01-11 03:40:00,1475.0,1475.25,1474.75,1475.0,896
2013-01-11 03:45:00,1475.0,1475.0,1474.5,1474.75,2607
2013-01-11 03:50:00,1474.75,1475.5,1474.5,1475.0,1875
2013-01-11 03:55:00,1475.25,1475.25,1474.75,1475.0,1605
2013-01-11 04:00:00,1475.0,1475.25,1475.0,1475.0,917
2013-01-11 04:05:00,1475.0,1475.25,1474.75,1475.0,559
2013-01-11 04:10:00,1475.0,1475.25,1474.75,1475.0,789
2013-01-11 04:15:00,1475.0,1475.5,1474.75,1475.25,1597
2013-01-11 04:20:00,1475.25,1475.5,1475.0,1475.0,1058
2013-01-11 04:25:00,1475.0,1475.5,1474.75,1475.5,597
2013-01-11 04:30:00,1475.25,1475.5,1474.75,1475.0,2246
2013-01-11 04:35:00,1475.0,1475.25,1474.75,1475.0,470
2013-01-11 04:40:00,1475.0,1475.5,1474.75,1474.75,1024
2013-01-11 04:45:00,1475.0,1475.0,1474.75,1474.75,767
2013-01-11 04:50:00,1474.75,1475.0,1474.5,1474.75,1330
2013-01-11 04:55:00,1474.5,1474.5,1473.75,1474.25,3592
2013-01-11 05:00:00,1474.25,1474.25,1473.25,1473.5,2660
2013-01-11 05:05:00,1473.75,1473.75,1473.25,1473.75,1828
2013-01-11 05:10:00,1473.5,1474.25,1473.5,1473.75,1961
2013-01-11 05:15:00,1473.75,1474.0,1473.5,1473.5,3053
2013-01-11 05:20:00,1473.25,1473.5,1473.25,1473.25,1730
2013-01-11 05:25:00,1473.5,1474.75,1473.25,1474.5,4083
2013-01-11 05:30:00,1474.75,1474.75,1474.0,1474.25,1308
2013-01-11 05:35:00,1474.25,1474.75,1474.0,1474.0,1711
2013-01-11 05:40:00,1474.25,1474.5,1474.0,1474.5,684
2013-01-11 05:45:00,1474.25,1474.25,1474.0,1474.0,1099
2013-01-11 05:50:00,1474.25,1475.0,1474.0,1475.0,2786
2013-01-11 05:55:00,1475.0,1475.75,1474.75,1475.25,5138
2013-01-11 06:00:00,1475.25,1475.5,1474.75,1474.75,5453
2013-01-11 06:05:00,1474.75,1475.25,1474.75,1474.75,1746
2013-01-11 06:10:00,1474.75,1475.0,1474.5,1474.75,1740
2013-01-11 06:15:00,1474.5,1474.75,1474.25,1474.25,2614
2013-01-11 06:20:00,1474.25,1474.5,1474.25,1474.25,528
2013-01-11 06:25:00,1474.25,1474.5,1474.0,1474.25,888
2013-01-11 06:30:00,1474.5,1474.5,1473.75,1474.25,2646
2013-01-11 06:35:00,1474.25,1475.25,1474.0,1475.0,2636
2013-01-11 06:40:00,1475.0,1475.5,1474.5,1475.25,3857
2013-01-11 06:45:00,1475.25,1475.25,1474.5,1475.0,2626
2013-01-11 06:50:00,1474.75,1475.25,1474.5,1475.25,6123
2013-01-11 06:55:00,1475.25,1475.25,1474.5,1474.5,1828
2013-01-11 07:00:00,1474.5,1475.0,1474.5,1475.0,4250
2013-01-11 07:05:00,1475.0,1475.25,1474.75,1475.25,2158
2013-01-11 07:10:00,1475.25,1475.5,1474.75,1475.25,945
2013-01-11 07:15:00,1475.25,1475.5,1474.75,1475.25,1428
2013-01-11 07:20:00,1475.0,1475.25,1474.75,1474.75,1373
2013-01-11 07:25:00,1474.75,1475.0,1474.0,1474.75,2246
2013-01-11 07:30:00,1475.0,1475.5,1474.5,1475.0,2510
2013-01-11 07:35:00,1475.0,1476.0,1475.0,1475.75,1926
2013-01-11 07:40:00,1475.75,1476.25,1475.5,1476.0,2133
2013-01-11 07:45:00,1476.0,1476.25,1475.75,1475.75,1470
2013-01-11 07:50:00,1475.75,1475.75,1475.25,1475.75,1236
2013-01-11 07:55:00,1475.5,1475.75,1475.0,1475.25,827
2013-01-11 08:00:00,1475.5,1476.0,1474.5,1474.75,5529
2013-01-11 08:05:00,1474.75,1475.0,1474.5,1474.5,1735
2013-01-11 08:10:00,1474.5,1475.0,1474.25,1475.0,4716
2013-01-11 08:15:00,1475.25,1476.25,1475.0,1475.75,4686
2013-01-11 08:20:00,1475.75,1476.75,1475.75,1476.25,5414
2013-01-11 08:25:00,1476.0,1476.5,1476.0,1476.0,1527
2013-01-11 08:30:00,1476.0,1476.5,1475.0,1476.0,6755
2013-01-11 08:35:00,1475.75,1476.5,1475.75,1476.25,1851
2013-01-11 08:40:00,1476.25,1476.5,1476.0,1476.25,899
2013-01-11 08:45:00,1476.25,1476.25,1475.25,1475.25,2492
2013-01-11 08:50:00,1475.25,1476.0,1475.0,1475.25,3587
2013-01-11 08:55:00,1475.0,1475.5,1474.75,1475.25,2208
2013-01-11 09:00:00,1475.0,1475.25,1474.25,1474.25,3958
2013-01-11 09:05:00,1474.5,1475.0,1473.75,1473.75,5171
2013-01-11 09:10:00,1473.75,1475.0,1473.75,1475.0,4203
2013-01-11 09:15:00,1475.0,1476.0,1474.75,1475.5,5035
2013-01-11 09:20:00,1475.75,1476.0,1474.25,1474.5,8655
2013-01-11 09:25:00,1474.75,1475.25,1474.25,1475.0,5654
2013-01-11 09:30:00,1475.25,1476.0,1474.0,1474.5,32729
2013-01-11 09:35:00,1474.5,1475.75,1473.5,1473.75,26176
2013-01-11 09:40:00,1473.75,1475.0,1473.5,1474.75,23205
2013-01-11 09:45:00,1474.75,1475.25,1472.75,1473.5,34874
2013-01-11 09:50:00,1473.25,1473.5,1472.75,1472.75,18349
2013-01-11 09:55:00,1472.75,1473.0,1471.75,1472.0,26039
2013-01-11 10:00:00,1471.75,1472.75,1471.5,1472.5,16742
2013-01-11 10:05:00,1472.25,1472.5,1471.0,1471.0,23704
2013-01-11 10:10:00,1471.0,1472.25,1471.0,1471.5,16106
2013-01-11 10:15:00,1471.5,1472.25,1471.25,1471.25,9233
2013-01-11 10:20:00,1471.25,1471.5,1470.75,1471.25,13075
2013-01-11 10:25:00,1471.0,1471.5,1470.75,1471.0,7658
2013-01-11 10:30:00,1471.0,1471.75,1470.75,1471.0,14177
2013-01-11 10:35:00,1471.25,1472.25,1470.75,1472.25,14427
2013-01-11 10:40:00,1472.25,1472.75,1472.0,1472.75,11576
2013-01-11 10:45:00,1472.75,1473.5,1472.25,1473.25,19135
2013-01-11 10:50:00,1473.5,1473.5,1472.5,1472.5,8706
2013-01-11 10:55:00,1472.75,1473.5,1472.0,1473.0,13457
2013-01-11 11:00:00,1473.0,1473.5,1472.75,1473.5,6772
2013-01-11 11:05:00,1473.5,1474.25,1472.75,1473.0,18873
2013-01-11 11:10:00,1473.0,1473.25,1472.75,1473.0,4705
2013-01-11 11:15:00,1473.0,1473.75,1472.75,1473.0,9502
2013-01-11 11:20:00,1473.0,1473.75,1473.0,1473.5,6272
2013-01-11 11:25:00,1473.25,1473.5,1471.75,1472.0,14431
2013-01-11 11:30:00,1472.0,1472.25,1471.25,1472.25,13729
2013-01-11 11:35:00,1472.0,1472.75,1472.0,1472.5,7359
